project_id,user_story,target,pbi_type,hu_q_score,defect_reasoning,is_atomic,pbi_type_encoded,Real_SP,Pred_SP,Abs_Error,Complexity,Pred_FIB,Level_Distance
10171270,(feat): Be able to edit display name directly from profile - Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,5,User Story,3.0,"El PBI describe una funcionalidad que permite a los usuarios editar su nombre de visualización desde su perfil, lo que entrega valor directo al usuario final. Sin embargo, la redacción sugiere confusión al preguntar si es un bug, lo que indica falta de claridad en los requisitos. Además, no se especifican los criterios de aceptación ni el comportamiento esperado, lo que requiere refinamiento para ser completamente comprensible y estimable.",,3,5,4.431887041405698,0.5681129585943019,Mediana (5-8 SP),5,0
10171270,(feat) Add notifications for impending user state decline - Need to add a notification for user state decline to nudge users into engaging with the platform else have their reward multiplier reduced.,1,User Story,4.0,"La historia de usuario está bien definida y entrega valor directo al usuario final al notificar sobre el estado de su recompensa. Sin embargo, podría beneficiarse de una mayor claridad en los criterios de aceptación y en cómo se medirá el impacto de la notificación.",,3,1,4.81040572221116,3.8104057222111596,Pequeña (1-3 SP),5,3
278964,Should we log the usage ping errors - ```ruby rescue ActiveRecord::StatementInvalid { avg_cycle_analytics: {} } ```,1,Spike,3.0,"El PBI plantea una investigación sobre la necesidad de registrar errores de uso, lo que sugiere que se requiere una evaluación de cómo manejar estos errores. Sin embargo, carece de contexto sobre el impacto de no registrar estos errores y no define claramente los criterios de éxito para la investigación. Es comprensible, pero necesita más detalles y claridad sobre los objetivos específicos.",,1,1,2.45802648812244,1.45802648812244,Pequeña (1-3 SP),2,1
10171270,(bug): 'TypeError: Cannot read property 'classList' of null' when adding an image to a blog - Sentry Issue: [FRONT-10](https://sentry.io/organizations/minds-inc/issues/1177656247/?referrer=gitlab_integration) ``` TypeError: Cannot read property 'classList' of null at l.positionButtons (/front/dist/en/main.8bc7038e8a75ccb149b3.js:1:2569378) at r (/front/dist/en/vendor.8d69333b6d98bfb0c648.js:1:150690) at e.invokeTask (/front/dist/en/polyfills.a53d7f14fce4c9ab2f16.js:1:7985) at Object.onInvokeTask (/front/dist/en/vendor.8d69333b6d98bfb0c648.js:1:3624171) at e.invokeTask (/front/dist/en/polyfills.a53d7f14fce4c9ab2f16.js:1:7906) ... (4 additional frame(s) were not displayed) ```,5,Bug,5.0,"El PBI describe un error específico con un mensaje claro y un contexto técnico que permite su identificación y resolución. Se proporciona un enlace a un issue en Sentry, lo que facilita el seguimiento y la comprensión del problema. Cumple con los criterios de claridad y especificidad.",,0,5,2.812565550185633,2.187434449814367,Mediana (5-8 SP),3,1
278964,Evaluate TodoService support for model based update of state - `TodoService` uses `update_state` on `Todo` to update a state. This is based on / needs a relation. Within our GraphQL authorization helper methods we return a model (not a relation). As a temporary solution we have used `Todo.where(id: todo.id)` to create a relation. So we might need to add support for this to `TodoService`. If it turns out we won't need any other updates (cache?) a simple update on the model could work as well. Related discussions: https://gitlab.com/gitlab-org/gitlab/merge_requests/18581#note_240436996 https://gitlab.com/gitlab-org/gitlab/merge_requests/20261#note_247906331,2,Technical Task,3.0,"El PBI describe un trabajo técnico relacionado con la actualización del estado en el servicio TodoService, pero carece de claridad sobre los riesgos y el contexto sistémico. Aunque se entiende la necesidad de soporte para la actualización basada en el modelo, no se detallan los pasos específicos a seguir ni se aborda completamente el impacto esperado de esta tarea. Requiere refinamiento para ser más comprensible y estimable.",,2,2,2.145983981053303,0.1459839810533028,Pequeña (1-3 SP),2,0
278964,Check size of Requirements database table to ensure efficiency - A follow-up from https://gitlab.com/gitlab-org/gitlab/-/merge_requests/31857#note_346369944: Here are some plans using the gitlab-org/gitlab project: * by author - https://explain.dalibo.com/plan/XxD * by title search - https://explain.dalibo.com/plan/SaH * by author and title search - https://explain.dalibo.com/plan/MXN In all three cases it's using `index_requirements_on_project_id_and_iid`. I think all other indexes on `requirements` are not used much. You may want to create a follow up issue to check table size and index usage in few months time.,1,Technical Task,3.0,"El PBI es comprensible y se enfoca en la eficiencia de la base de datos, pero carece de detalles sobre cómo se medirá la eficiencia y qué acciones específicas se tomarán. No se define claramente el impacto esperado ni se abordan los riesgos asociados a la falta de optimización.",,2,1,2.511199210621868,1.511199210621868,Pequeña (1-3 SP),3,2
278964,"Process less number of commits for squash commit message calculating - In order to calculate [`default_squash_commit_message`](https://gitlab.com/gitlab-org/gitlab/blob/master/app%2Fserializers%2Fmerge_request_poll_cached_widget_entity.rb#L18) and [`commits_without_merge_commits`](https://gitlab.com/gitlab-org/gitlab/blob/master/app%2Fserializers%2Fmerge_request_poll_cached_widget_entity.rb#L29) all commits of the MR are processed: - `default_squash_commit_message` finds the first commit with a description. It's used to suggest the default message for a squash commit - `commits_without_merge_commits` returns all non-merge commits. It's used for allowing a user to select a squash commit message from the existing commit messages ![Untitled](/uploads/e402e8957ab68e89a5815930c090b5dc/Untitled.mov) Processing a high number of commits causes performance degradation: https://gitlab.com/gitlab-org/gitlab/issues/30507 We may consider processing a fewer number of commits in order to provide squash-commit message suggestions. Noto for a developer: since the message is displayed only when an MR can be merged, it'd be reasonable to send these fields only when the MR can be merged",1,Technical Task,3.0,"El PBI describe un trabajo técnico relacionado con la optimización del procesamiento de commits para mejorar el rendimiento. Sin embargo, carece de claridad en los pasos específicos a seguir y no aborda completamente el contexto sistémico ni los riesgos asociados. Requiere refinamiento para ser más comprensible y estimable.",,2,1,2.13459399126955,1.1345939912695502,Pequeña (1-3 SP),2,1
278964,Add `Settings` menu to new Sidebar - ![image](/uploads/01f90ab13aee6864c2c65e3371a5c624/image.png) ### Testing Please assign the SET (@a_mcdonald) to review MRs as changes to the existing E2E tests are likely to be required - the same way as we had to refactor Project sidebar tests.,1,Technical Task,3.0,"El PBI describe la adición de un menú de 'Settings' a una barra lateral, lo que implica trabajo técnico. Sin embargo, carece de detalles sobre la implementación y el impacto esperado en el sistema. Aunque se menciona la necesidad de revisar pruebas E2E, no se proporciona un contexto claro sobre cómo se relaciona esto con el menú o qué riesgos se mitigan. Requiere refinamiento para ser completamente comprensible.",,2,1,2.624496187758438,1.6244961877584378,Pequeña (1-3 SP),3,2
21149814,"FE: Add timeslider to SIGMET/AIRMET map - Need to add the timeslider to the sigmet/airmet map - Ensure you can still see the coordinates either make sure the 't' shortcut to hide the timeslider should work OR position the timeslider in such a way that you can always see the coordinates - Make sure that if you press the 't' while in a form field the t actually gets put in the form field and doesn't result in the toggling of the timeslider - Make sure that if you press t while NOT in a form field, ONLY the timeslider gets hidden and no other strange behaviour is visible.",3,User Story,3.0,"El PBI describe una funcionalidad que entrega valor al usuario final al agregar un timeslider al mapa SIGMET/AIRMET. Sin embargo, carece de claridad en cuanto a la definición de 'comportamiento esperado' y no aborda completamente el contexto sistémico ni los riesgos asociados. Requiere refinamiento para ser más comprensible y específico.",,3,3,4.575208124622824,1.575208124622824,Pequeña (1-3 SP),5,1
10171270,"Web Automation: Playwright tests Phase 2 - ## Goal Have working tests with Playwright, Codeceptjs and Browserstack. ## What needs to be done - Integrate all three platforms with some tests for login feature - Add CI support - Use advance features of Playwright and Codeceptjs - Page object model ## QA Test locally & on CI - view videos from Browserstack ## UX/Design N/A ## Personas N/A ## Experiments N/A ## Acceptance Criteria - [ ] Full integration working for web functional tests. ## Definition of Ready Checklist - [ ] Definition Of Done (DoD) - [ ] Acceptance criteria - [ ] Weighted - [ ] QA - [ ] UX/Design - [ ] Personas - [ ] Experiments",3,Technical Task,3.0,"El PBI describe una tarea técnica de integración y automatización de pruebas, lo que lo clasifica como una 'Technical Task'. Aunque es comprensible, carece de detalles sobre el contexto sistémico y los riesgos asociados, lo que sugiere que requiere refinamiento para ser completamente claro y estimable.",,2,3,3.399912220027863,0.3999122200278631,Pequeña (1-3 SP),3,0
278964,Remove performance_bar JS from main.js - Currently we load the JS for the performance_bar through main.js which is not necessary as most users have most probably no performance bar so we should simply load in its own bundle and only if the performance bar is activated. Main.JS Line: https://gitlab.com/gitlab-org/gitlab/blob/master/app/assets/javascripts/main.js#L166 How the CSS is loaded when activated: https://gitlab.com/gitlab-org/gitlab/blob/master/app/views/layouts/_head.html.haml#L57,1,Technical Task,4.0,"La tarea está claramente definida y es estimable, ya que se enfoca en la optimización del código al eliminar un script innecesario. Sin embargo, podría beneficiarse de una descripción más detallada sobre el impacto esperado en el rendimiento y la carga del sistema.",,2,1,1.9233201465524727,0.9233201465524727,Pequeña (1-3 SP),2,1
10171280,"Remove top space in Supermind onboarding on android - <!--- Please read this! Before opening a new issue, make sure to search for keywords in the issues filtered by the ""T - Bug"" label and verify the issue you're about to submit isn't a duplicate. ---> ### Summary (Summarize the bug encountered concisely) ### Steps to reproduce (How one can reproduce the issue - this is very important) ### Platform information Android ### What is the current *bug* behavior? There is a top space above the title. ### What is the expected *correct* behavior? No space above the title. ### Relevant logs and/or screenshots ### Possible fixes Change marginTop from 125 to conditional 125 for iOS and 70 for android. MR: https://gitlab.com/minds/mobile-native/-/merge_requests/1948",1,Bug,4.0,"El PBI describe un defecto específico en el comportamiento de la interfaz de usuario en Android, con pasos claros para reproducir el problema y una solución propuesta. Sin embargo, carece de detalles sobre el impacto en el usuario y no incluye logs o capturas de pantalla que podrían ayudar a entender mejor el contexto del bug.",,0,1,2.3878697260957247,1.3878697260957247,Pequeña (1-3 SP),2,1
21149814,"Layer Select: Enable and save Abstract part 2 - When saving or editing a service, we should update the information to redux and localstorage also. If browser is refreshed, the services are fetched from localStorage and added back to redux ToDo - Save abstract into redux - edit saga and save abstract into localstorage also - If browser is refreshed, the services are fetched from localStorage and added back to redux",3,Technical Task,3.0,"El PBI describe una tarea técnica relacionada con la gestión del estado en Redux y el almacenamiento local, pero carece de claridad en los pasos específicos a seguir y no define claramente el impacto esperado en el sistema. Aunque es comprensible, necesita refinamiento para detallar mejor los flujos y la mitigación de riesgos.",,2,3,6.072438617197459,3.0724386171974594,Pequeña (1-3 SP),5,1
21149814,Save FE artifacts for jobs that need them later (such as production deployment) - Put the artifacts into an S3 bucket.,5,Technical Task,4.0,"El PBI describe una tarea técnica clara relacionada con la infraestructura (almacenamiento de artefactos en un bucket S3). Es estimable y tiene un objetivo específico, aunque podría beneficiarse de más contexto sobre cómo se integrará en el flujo de trabajo existente.",,2,5,3.387858582485042,1.612141417514958,Mediana (5-8 SP),3,1
4456656,"Communicating code coverage of each component - In https://gitlab.com/gitlab-org/gitlab-services/design.gitlab.com/-/merge_requests/1804, the status of components that already live inside the GitLab product were moved to `Integrated`. I'm curious to hear what would be helpful on the status page. A lot of questions I get are related to why a component in production does not match Pajamas. Even if a component already lives in the product, that does not mean they are fully integrated or used in every instance. How should we be communicating the code coverage of each component? Should that live inside the status page? How can we feasible track this over time?",5,Spike,3.0,"El PBI plantea preguntas sobre la comunicación y el seguimiento de la cobertura de código de los componentes, lo que indica que se trata de una tarea de investigación. Sin embargo, carece de un enfoque claro y pasos definidos para abordar las preguntas planteadas, lo que lo hace comprensible pero requiere refinamiento.",,1,5,2.1670034856636833,2.8329965143363167,Mediana (5-8 SP),2,2
10171263,Remove mobile settings that are not functional - Many of the mobile settings do not function when tapped. We should hide them until they are functional. Broken settings: - Billing --> Payment Methods (does not work) - Billing --> Recurring Payments (does not work) - Other --> Reported content (white screen freezes app) - Other --> Subscription tier management (does not work) - Other --> Post preview (does not work),1,Bug,4.0,"El PBI describe claramente un problema con la funcionalidad de la aplicación móvil, identificando múltiples configuraciones que no funcionan y su impacto en la experiencia del usuario. Aunque se menciona la necesidad de ocultar estas configuraciones, no se detalla cómo se implementará esta solución, lo que podría ser considerado una omisión trivial. Sin embargo, el contexto y el impacto están bien definidos.",,0,1,3.5196339334564755,2.5196339334564755,Pequeña (1-3 SP),3,2
10171270,"Social Compass Web: No confirmation message that the questionnaire was submitted - ### Summary When you submit the social compass questionnaire, there is no confirmation message that it has been successfully submitted. - [ ] ""Thank you for your feedback and supporting the Minds Community"" ### Steps to reproduce 1. Login to Minds. 2. Open the Social Compass from the Newsfeed page. 3. Answer all the questions. 4. Hit Save button. ### Platform information All web and mobile platforms ### What is the expected *correct* behavior? Confirmation text must appear when the questionnaire is submitted. Currently, just navigates back to Newsfeed page.",1,Bug,4.0,"El PBI describe un defecto claro en la funcionalidad de la aplicación, donde falta un mensaje de confirmación tras la sumisión del cuestionario. Es comprensible y proporciona pasos claros para reproducir el problema. Sin embargo, podría beneficiarse de más contexto sobre el impacto en el usuario final.",,0,1,2.4794461677220885,1.4794461677220885,Pequeña (1-3 SP),2,1
10171280,"Fatal error when replying to nested comments - ### Summary When replying to a nested reply, app throws fatal error. ### Steps to reproduce - create test post - write comment - reply to the initial comment, continue hitting ""reply"" until eventually the app throws the error. ![XRecorder_04042023_053654](/uploads/50c172ce9c89e3271412daebadc382cd/XRecorder_04042023_053654.mp4) ### Platform information (Browser, device, system stats, screen size) ### What is the current *bug* behavior? (What actually happens) ### What is the expected *correct* behavior? (What you should see instead) ### Relevant logs and/or screenshots (Paste any relevant logs - please use code blocks (```) to format console output, logs, and code as it's very hard to read otherwise.) ### Possible fixes (If you can, link to the line of code that might be responsible for the problem)",3,Bug,3.0,"El PBI describe un error fatal al responder a comentarios anidados, lo que indica un defecto en la funcionalidad. Sin embargo, carece de detalles sobre el comportamiento esperado y no proporciona información suficiente sobre el contexto del sistema o mitigación de riesgos. Requiere refinamiento para ser completamente comprensible.",,0,3,2.6101719491250006,0.3898280508749994,Pequeña (1-3 SP),3,0
278964,"elasticsearch: Cannot index large snippets - Observed while working on https://gitlab.com/gitlab-org/gitlab-ee/issues/11419 To bulk-import snippets, we use `rake gitlab:elastic:index_snippets` and the `es_import` helper. This reliably times out on staging.gitlab.com It looks like the problem occurs when a batch contains a large-enough snippet. At least one in the database is ~5MiB in size. I'd suggest we exclude or truncate the content for larger snippets. More generally, do we have size limits on snippets? Should we?",2,Bug,3.0,"El PBI describe un problema específico relacionado con la indexación de fragmentos grandes en Elasticsearch, lo que indica un comportamiento anómalo. Sin embargo, carece de detalles sobre el impacto en el usuario final y no proporciona un contexto claro sobre cómo se debe abordar la solución. Requiere refinamiento para definir mejor los pasos a seguir y el comportamiento esperado.",,0,2,2.0394806001254895,0.039480600125489484,Pequeña (1-3 SP),2,0
10171263,(feat): Ability to trigger event action based on data - Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,13,Bug,2.0,"El PBI presenta ambigüedad en su redacción, ya que no especifica claramente qué evento se debe activar ni bajo qué condiciones. Además, no se define el comportamiento esperado ni el impacto de la acción en el sistema. Esto dificulta la estimación y comprensión del problema, lo que lo hace poco claro y requiere refinamiento.",,0,13,4.834275256798356,8.165724743201643,Épica/Compleja (13+ SP),5,2
21149814,"FE: copy geoweb-core code to opengeoweb - > [ ] make sure there are no open merge requests in the old repo 1. [x] remove the dummy files from opengeoweb `libs/core/src/lib` 1. [x] copy all the folders and files inside the geoweb-core `/src` folder into opengeoweb folder `libs/core/src/lib` 1. [x] copy the `stories` folder into opengeoweb folder `libs/core/src/lib` and update all the imports (the opengeoweb folder structure is a bit different) 1. [x] copy the file `.storybook/preview-body.html` to `libs/core/.storybook/preview-body.html` 1. [x] run `npm uninstall @opengeoweb/core` 1. [x] enable the alias for the new core lib inside `tsconfig.base.json` and `.storybook/main.js` 1. [x] remove `@opengeoweb/core` from the externals in `workspace.json` since it's not external anymore 1. [x] copy the relevant README contents into opengeoweb (note in opengeoweb there is a main README for our development and a lib specific README that gets published with the NPM package, make sure to put information in the logical location) 1. [x] make sure the new core lib uses the **local-theme** (renaming that back to theme is a separate ticket https://gitlab.com/opengeoweb/opengeoweb/-/issues/656) 1. [x] run the formatting `npm run format` 1. [x] enable the publish to npm job for core in `.gitlab-ci.yml` 1. [ ] make sure all the pipeline jobs work for core > [ ] archive the old repo NOTE: moving storyshots functionality is a separate ticket https://gitlab.com/opengeoweb/opengeoweb/-/issues/666",5,Technical Task,3.0,"El PBI describe una serie de tareas técnicas relacionadas con la migración de código entre repositorios. Aunque es comprensible, carece de un contexto claro sobre el impacto en el sistema y no aborda riesgos potenciales. Requiere refinamiento para ser más claro y completo.",,2,5,3.361927813606498,1.6380721863935022,Mediana (5-8 SP),3,1
10171270,"(bug): On-chain revoke is not called from site - <!--- Please read this! Before opening a new issue, make sure to search for keywords in the issues filtered by the ""T - Bug"" label and verify the issue you're about to submit isn't a duplicate. ---> ### Summary If after sending an on chain offer, you decide to revoke it, the web app currently does not call upon MetaMask to confirm a transaction, but writes to Cass as if it has, leaving the tokens in the contract ready to be collected by the user. ### Steps to reproduce # IMPORTANT: If you do this, you will lose tokens unless you are going to manually sign a transaction to the contracts revoke function 1. Send an on chain boost 2. Revoke it 3. Observe MetaMask does not pop up but you no longer have the option to revoke the post. ### Platform information Universal (Web app) ### What is the current *bug* behavior? The on chain tokens are never actually retrieved from the blockchain when hitting the button ### What is the expected *correct* behavior? MetaMask should pop up, and only if the transaction is successful should the data be written. ### Relevant logs and/or screenshots (Paste any relevant logs - please use code blocks (```) to format console output, logs, and code as it's very hard to read otherwise.) ### Possible fixes (If you can, link to the line of code that might be responsible for the problem) /label ~""T \- Bug"" ~""S \- Triage:new""",13,Bug,4.0,"El PBI describe claramente un defecto en el comportamiento de la aplicación web al intentar revocar una oferta en cadena. Los pasos para reproducir el error son claros y detallados, lo que permite a los desarrolladores entender y replicar el problema. Sin embargo, aunque se menciona el comportamiento esperado, podría beneficiarse de una mayor claridad en la descripción de los logs y posibles soluciones. Aún así, es estimable y comprensible.",,0,13,2.664812655354372,10.335187344645629,Épica/Compleja (13+ SP),3,3
21149814,"FE: show error for preset detail - Show the error in layermanager when fetching of a preset goes bad. For now show a error, with a close icon to remove it. Later we might remove the error state to redux after we can see changes in an active preset. https://app.zeplin.io/project/5ecf84a3c6ae1047a368f393/screen/61eff734e45296a2b037345f ![image](/uploads/e6e54c900db00faca65f40453f60a9cd/image.png)",3,User Story,3.0,"La descripción es comprensible y se enfoca en mostrar un error al usuario, lo que entrega valor. Sin embargo, carece de detalles sobre el comportamiento esperado en diferentes escenarios y no aborda completamente el contexto de cómo se manejará el estado de error en Redux. Requiere refinamiento para clarificar estos aspectos.",,3,3,2.4281273115015654,0.5718726884984346,Pequeña (1-3 SP),2,1
10171280,Implement mobile navigation header and footer - Implement the new native designs for the nav bar This should be behind the new navigation feature flag setup for the front end This card is to set up the new look and feel for the new mobile designs https://projects.invisionapp.com/d/main#/console/18532170/400085462/preview Top nav - [x] New title on the top left - [x] Messenger icon with notifications - [x] Search button Bottom nav - [x] Home button - [x] Channel button - [x] + add new activity button - [x] Notification icon - [x] hamburger menu Overall design - [x] Light mode - [x] Dark mode,8,User Story,4.0,"El PBI describe claramente la implementación de un nuevo diseño de navegación móvil, lo que entrega valor directo al usuario final. Sin embargo, aunque los elementos están bien definidos, podría beneficiarse de una mayor claridad en la descripción del impacto esperado y la interacción del usuario con la nueva navegación.",,3,8,6.086084803703653,1.9139151962963474,Mediana (5-8 SP),5,1
278964,Track clicks to code coverage project data from group code coverage page on gitlab.com - ### Problem to solve Adoption of the group code coverage feature is unknown. ### Proposal * Track unique users (redis hll counters) who click from the group coverage page to project pages for gitlab.com * group_code_coverage_project_click_total - add the user_id to the counter when the user clicks on a project name from the group code coverage page. ![Screen_Shot_2020-11-02_at_11.20.30_AM.png__PNG_Image__1272___281_pixels__2020-11-02_14-39-11](/uploads/0c7482511c49458b03397cbf8b2af781/Screen_Shot_2020-11-02_at_11.20.30_AM.png__PNG_Image__1272___281_pixels__2020-11-02_14-39-11.png) #### Details for known_events.yml ```yaml name: group_code_coverage_project_click_total category: testing redis_slot: testing aggregation: weekly ``` [Redis HLL Counters docs](https://docs.gitlab.com/ee/development/product_analytics/usage_ping.html#redis-hll-counters) ### Acceptance criteria * Data is accessible to add a graph to the group PGMAU dashboard. ### Links / References This tracks the feature being implemented by https://gitlab.com/gitlab-org/gitlab/-/issues/215135,1,Technical Task,4.0,"El PBI describe una tarea técnica clara relacionada con el seguimiento de clics en la página de cobertura de código. Aunque es comprensible y tiene criterios de aceptación definidos, podría beneficiarse de más contexto sobre cómo se integrará con el sistema existente y los riesgos asociados. Sin embargo, no presenta ambigüedades significativas.",,2,1,1.9109584103472639,0.9109584103472639,Pequeña (1-3 SP),2,1
